"","lagoslakeid","secchi","TP","chla","color","TN","nYears_secchi","nYears_TP","nYears_TN","nYears_color","nYears_chla","hu12_zoneid","hu4_zoneid"
"2244",3008,5,NA,2.2,NA,NA,1,1,1,1,1,"HU12_20043","HU4_24"
"2245",3009,2,22,NA,NA,940,5,5,5,5,5,"HU12_6499","HU4_37"
"2246",3011,2.1336,10,4.7,NA,1008.5,4,2,2,2,2,"HU12_13628","HU4_30"
"2247",3012,5.105,NA,4.255,NA,617,17,2,2,2,2,"HU12_13970","HU4_25"
"2248",3013,1.445,NA,NA,NA,NA,27,15,15,15,15,"HU12_19745","HU4_25"
"2249",3014,0.99,NA,51.15,NA,NA,21,4,4,4,4,"HU12_9969","HU4_53"
"2250",3015,5.03,NA,NA,NA,NA,26,14,14,14,14,"HU12_19731","HU4_25"
"2251",3016,1.075,25.9,10.785,NA,899.685,2,2,2,2,2,"HU12_12614","HU4_37"
"2252",3017,2.74,NA,NA,NA,NA,13,13,13,13,13,"HU12_10452","HU4_25"
"2253",3018,2.1,16,NA,NA,1020,1,1,1,1,1,"HU12_11903","HU4_35"
"2254",3019,2.0574,32,NA,NA,NA,14,13,13,13,13,"HU12_13372","HU4_33"
"2255",3020,0.956,NA,6.520233,NA,1487.5,2,2,2,2,2,"HU12_6854","HU4_41"
"2256",3021,3.5002,10,NA,NA,NA,2,3,3,3,3,"HU12_12519","HU4_39"
"2257",3022,1.15,50.5,NA,NA,1806,4,4,4,4,4,"HU12_6026","HU4_37"
"2258",3023,3,NA,17.35,NA,NA,1,1,1,1,1,"HU12_16311","HU4_11"
"2259",3024,4.19,NA,NA,NA,NA,31,17,17,17,17,"HU12_11155","HU4_29"
"2260",3025,1.405,NA,14.202689,NA,490.5,2,2,2,2,2,"HU12_7222","HU4_45"
"2261",3026,5.9055,NA,NA,NA,NA,22,17,17,17,17,"HU12_13399","HU4_33"
"2262",3028,2.29,NA,NA,NA,NA,23,9,9,9,9,"HU12_10465","HU4_54"
"2263",3029,1.725,NA,17.0896275,NA,979.5,2,2,2,2,2,"HU12_6854","HU4_41"
"2264",3033,0.585,NA,46.515671,NA,958.5,2,2,2,2,2,"HU12_7070","HU4_47"
"2265",3036,2.7432,24.5,NA,NA,NA,13,7,7,7,7,"HU12_12094","HU4_32"
"2266",3038,0.35,266,NA,NA,2811.5,1,1,1,1,1,"HU12_11251","HU4_27"
"2267",3039,4.4,NA,2.25,NA,NA,17,2,2,2,2,"HU12_14255","HU4_26"
"2268",3041,0.61,NA,41,NA,NA,14,7,7,7,7,"HU12_10959","HU4_25"
"2269",3042,4.3,NA,2.33,NA,NA,5,2,2,2,2,"HU12_14429","HU4_26"
"2270",3043,4.48056,10,NA,5,NA,1,1,1,1,1,"HU12_13099","HU4_27"
"2271",3044,3.35,NA,5,NA,NA,20,12,12,12,12,"HU12_10689","HU4_53"
"2272",3045,1.8,NA,NA,NA,NA,4,4,4,4,4,"HU12_6154","HU4_38"
"2273",3046,1.55,50,22.15,NA,815,1,1,1,1,1,"HU12_19764","HU4_25"
"2274",3047,4.3,7,1.7,28,642,1,1,1,1,1,"HU12_12518","HU4_39"
"2275",3048,1.7,40,4.4,NA,470.9,1,1,1,1,1,"HU12_19435","HU4_16"
"2276",3049,2.2098,NA,NA,NA,NA,8,8,8,8,8,"HU12_12610","HU4_30"
"2277",3050,5.0292,7.5,NA,NA,468.5,17,1,1,1,1,"HU12_13234","HU4_24"
"2278",3053,1.675,NA,NA,NA,NA,21,20,20,20,20,"HU12_10850","HU4_25"
"2279",3054,4,10,1.8,NA,364,1,1,1,1,1,"HU12_6515","HU4_37"
"2280",3055,2.34,15,NA,NA,475,3,3,3,3,3,"HU12_13511","HU4_24"
"2281",3056,0.925,25.5,NA,NA,556,1,1,1,1,1,"HU12_19523","HU4_16"
"2282",3057,0.61,NA,65.4,NA,NA,24,9,9,9,9,"HU12_10954","HU4_25"
"2283",3058,2,NA,9,NA,NA,2,1,1,1,1,"HU12_16673","HU4_10"
"2284",3061,4,9,2.4,NA,215,1,1,1,1,1,"HU12_14896","HU4_24"
"2285",3064,0.8725,NA,NA,NA,NA,26,9,9,9,9,"HU12_10190","HU4_53"
"2286",3065,4.95,NA,NA,NA,NA,11,6,6,6,6,"HU12_17804","HU4_3"
"2287",3066,0.45,NA,35.1707075,NA,742,2,2,2,2,2,"HU12_5182","HU4_48"
"2288",3067,3.885,18,14.8,NA,810,4,1,1,1,1,"HU12_10872","HU4_25"
"2289",3068,5.49,18.5,NA,NA,400,4,1,1,1,1,"HU12_14791","HU4_28"
"2290",3069,4.42,NA,3.2125,NA,NA,21,8,8,8,8,"HU12_11087","HU4_25"
"2291",3070,4.3,7,3.6,23,485,1,1,1,1,1,"HU12_6499","HU4_37"
"2292",3071,4.11,NA,3.985,NA,NA,21,4,4,4,4,"HU12_11016","HU4_29"
"2293",3072,4.2672,6,NA,NA,NA,16,3,3,3,3,"HU12_13747","HU4_31"
"2294",3073,2.1668,14,NA,NA,NA,2,3,3,3,3,"HU12_13373","HU4_33"
"2295",3074,1.412,28,NA,55,674,2,3,3,3,3,"HU12_13398","HU4_33"
"2296",3075,5,NA,NA,NA,NA,9,14,14,14,14,"HU12_14388","HU4_26"
"2297",3076,1.06,NA,NA,NA,NA,7,7,7,7,7,"HU12_10852","HU4_25"
"2298",3077,0.76,NA,49,NA,NA,16,6,6,6,6,"HU12_11110","HU4_25"
"2299",3078,1.52,NA,NA,NA,NA,21,18,18,18,18,"HU12_11084","HU4_25"
"2300",3079,3.05,NA,7.06,NA,NA,17,2,2,2,2,"HU12_11039","HU4_25"
"2301",3080,0.5334,NA,NA,NA,NA,6,10,10,10,10,"HU12_11666","HU4_33"
"2302",3081,2.4384,7,3.6,21,711,25,1,1,1,1,"HU12_6599","HU4_37"
"2303",3082,0.705,NA,138.5,NA,NA,2,2,2,2,2,"HU12_10521","HU4_54"
"2304",3083,4.8884,13,2.3,NA,866.5,2,2,2,2,2,"HU12_19922","HU4_40"
"2305",3085,1.1,57,50.4,NA,742,1,1,1,1,1,"HU12_19520","HU4_16"
"2306",3086,2.9,12,6,NA,335,1,1,1,1,1,"HU12_19219","HU4_37"
"2307",3087,2.1,16,2.7,NA,885,1,1,1,1,1,"HU12_12456","HU4_37"
"2308",3089,1.1,NA,6.8,NA,NA,3,3,3,3,3,"HU12_14774","HU4_28"
"2309",3091,2,31,NA,NA,630,1,1,1,1,1,"HU12_10990","HU4_29"
"2310",3092,2,NA,NA,NA,NA,30,15,15,15,15,"HU12_10198","HU4_53"
"2311",3094,4.045,NA,NA,NA,NA,3,2,2,2,2,"HU12_14171","HU4_26"
"2312",3096,1.5,48,4.02,NA,258,1,1,1,1,1,"HU12_19441","HU4_16"
"2313",3097,5.2,11.25,3.28,NA,390,5,2,2,2,2,"HU12_14285","HU4_26"
"2314",3098,3,NA,12.13,NA,367.3,1,1,1,1,1,"HU12_19538","HU4_13"
"2315",3099,4.1148,NA,1.5,NA,NA,9,5,5,5,5,"HU12_12581","HU4_39"
"2316",3102,2.05,24,NA,NA,1328,4,4,4,4,4,"HU12_6121","HU4_38"
"2317",3103,5.79,NA,2,NA,NA,19,3,3,3,3,"HU12_14707","HU4_28"
"2318",3104,1.375,NA,NA,NA,NA,5,5,5,5,5,"HU12_16738","HU4_10"
"2319",3105,3,20,NA,NA,510,1,1,1,1,1,"HU12_14370","HU4_26"
"2320",3106,3,13,6,NA,642,3,3,3,3,3,"HU12_12752","HU4_40"
"2321",3107,1.7,17.5,NA,NA,699.45,1,4,4,4,4,"HU12_14709","HU4_28"
"2322",3108,2.2479,26,NA,NA,NA,4,7,7,7,7,"HU12_11589","HU4_33"
"2323",3109,0.99,NA,21,NA,NA,6,3,3,3,3,"HU12_10697","HU4_53"
"2324",3110,1.98,NA,14,NA,NA,13,9,9,9,9,"HU12_10491","HU4_54"
"2325",3111,0.57,NA,34.752572,NA,789,1,1,1,1,1,"HU12_7767","HU4_44"
"2326",3112,4.275,NA,31.74101,NA,934.5,2,2,2,2,2,"HU12_6834","HU4_41"
"2327",3113,2.44,NA,NA,NA,NA,21,13,13,13,13,"HU12_10450","HU4_25"
"2328",3114,2.0574,24.5,NA,NA,NA,15,10,10,10,10,"HU12_13485","HU4_32"
"2329",3115,5.5,NA,NA,NA,NA,1,1,1,1,1,"HU12_19218","HU4_37"
"2330",3116,1.68,NA,NA,NA,NA,11,3,3,3,3,"HU12_10765","HU4_25"
"2331",3117,2.74,NA,5.1,NA,NA,9,8,8,8,8,"HU12_10950","HU4_25"
"2332",3118,1.75,NA,12.25,NA,NA,5,4,4,4,4,"HU12_14486","HU4_25"
"2333",3119,3.2,NA,NA,NA,NA,25,6,6,6,6,"HU12_13957","HU4_25"
"2334",3121,1.7,24.25,NA,NA,NA,1,2,2,2,2,"HU12_11226","HU4_27"
"2335",3122,5.575,NA,NA,NA,NA,14,13,13,13,13,"HU12_10858","HU4_25"
"2336",3123,0.9,61,NA,NA,1135,4,4,4,4,4,"HU12_4056","HU4_38"
"2337",3124,0.5,59.725,25.15,NA,1463.5,1,1,1,1,1,"HU12_17196","HU4_12"
"2338",3126,0.3786,NA,NA,78,NA,2,3,3,3,3,"HU12_12559","HU4_40"
"2339",3127,2.1336,12,5.5,19,1300,3,1,1,1,1,"HU12_6624","HU4_37"
"2340",3128,1.2,19,7.4,NA,743,1,1,1,1,1,"HU12_6643","HU4_37"
"2341",3131,1.6,34,NA,NA,796,4,4,4,4,4,"HU12_6122","HU4_38"
"2342",3132,0.8,74,66,NA,1390,3,1,1,1,1,"HU12_10891","HU4_25"
"2343",3133,1.5,11,5.5,NA,1430,1,1,1,1,1,"HU12_6600","HU4_37"
"2344",3135,2.45,NA,NA,21.6,NA,14,14,14,14,14,"HU12_13097","HU4_27"
"2345",3136,1.55,17.5,5.335,NA,527.75,1,1,1,1,1,"HU12_9023","HU4_13"
"2346",3137,5.245,NA,NA,NA,NA,4,4,4,4,4,"HU12_14177","HU4_26"
"2347",3138,1.3,NA,NA,NA,NA,3,3,3,3,3,"HU12_4925","HU4_38"
"2348",3139,1.7,NA,6.98,NA,1131,1,1,1,1,1,"HU12_16865","HU4_16"
"2349",3140,2.525,NA,NA,NA,NA,12,13,13,13,13,"HU12_10866","HU4_25"
"2350",3142,4.495,NA,1.905,NA,NA,10,3,3,3,3,"HU12_14485","HU4_25"
"2351",3144,3.16,NA,4.629908,NA,199,1,1,1,1,1,"HU12_7170","HU4_48"
"2352",3146,2.45,29.5,NA,NA,2686.5,4,4,4,4,4,"HU12_6018","HU4_37"
"2353",3147,1.39,76,NA,NA,NA,1,1,1,1,1,"HU12_16315","HU4_11"
"2354",3148,1.22,NA,NA,NA,NA,30,11,11,11,11,"HU12_10770","HU4_25"
"2355",3149,0.535,NA,24.7975,NA,NA,20,4,4,4,4,"HU12_10010","HU4_53"
"2356",3150,3.125,NA,4,NA,NA,21,13,13,13,13,"HU12_19726","HU4_25"
"2357",3151,1.6,19,11.2,NA,644,1,1,1,1,1,"HU12_9022","HU4_13"
"2358",3152,2.5908,NA,NA,NA,NA,19,13,13,13,13,"HU12_6516","HU4_37"
"2359",3153,1.5,38,22,NA,718,1,1,1,1,1,"HU12_12351","HU4_37"
"2360",3154,3.2385,15,3.62,NA,NA,10,5,5,5,5,"HU12_11437","HU4_29"
"2361",3156,1.5,14,2.7,NA,311,1,1,1,1,1,"HU12_14867","HU4_24"
"2362",3157,1.7,26,NA,NA,5466,5,5,5,5,5,"HU12_6030","HU4_37"
"2363",3159,0.75,258,6.03,NA,1488,2,2,2,2,2,"HU12_18650","HU4_49"
"2364",3160,1.52,NA,NA,NA,NA,12,12,12,12,12,"HU12_10451","HU4_25"
"2365",3161,3.05,NA,3.5,NA,NA,11,3,3,3,3,"HU12_14485","HU4_25"
"2366",3163,1.37,NA,17.15,NA,NA,19,6,6,6,6,"HU12_10016","HU4_53"
"2367",3166,2.7432,19,NA,10.95008517,568,8,1,1,1,1,"HU12_13363","HU4_33"
"2368",3167,1.0668,NA,2.4,NA,NA,2,2,2,2,2,"HU12_13699","HU4_40"
"2369",3168,3.5407,NA,NA,NA,NA,2,4,4,4,4,"HU12_13099","HU4_27"
"2370",3169,1.5621,21.75,13.075,NA,NA,18,10,10,10,10,"HU12_13385","HU4_33"
"2371",3170,2.4,11,3.3,NA,382,1,1,1,1,1,"HU12_13846","HU4_31"
"2372",3172,1,NA,NA,NA,1317,5,5,5,5,5,"HU12_6131","HU4_38"
"2373",3173,1.83,NA,10.4,NA,NA,17,14,14,14,14,"HU12_10546","HU4_53"
"2374",3174,2.8,NA,NA,36.15,NA,14,14,14,14,14,"HU12_13455","HU4_33"
"2375",3175,3.7336,10,NA,NA,NA,2,3,3,3,3,"HU12_12705","HU4_30"
"2376",3176,2.286,23,NA,NA,NA,7,6,6,6,6,"HU12_11661","HU4_33"
"2377",3177,0.605,NA,69.5,NA,NA,14,11,11,11,11,"HU12_11128","HU4_29"
"2378",3178,2.06,NA,7.75,NA,NA,7,2,2,2,2,"HU12_10688","HU4_53"
"2379",3180,0.9,60.5,NA,NA,2052.5,6,6,6,6,6,"HU12_6084","HU4_38"
"2380",3181,2.2098,33.5,NA,NA,NA,4,4,4,4,4,"HU12_13314","HU4_32"
"2381",3182,0.65,55.5,NA,NA,2546.5,4,4,4,4,4,"HU12_6026","HU4_37"
"2382",3183,2.286,16,4.4,NA,883.5,9,2,2,2,2,"HU12_12519","HU4_39"
"2383",3184,1.5,18,4,NA,772,1,1,1,1,1,"HU12_12938","HU4_32"
"2384",3185,2.15,NA,NA,NA,NA,2,2,2,2,2,"HU12_11065","HU4_25"
"2385",3186,4.19,NA,3.2,NA,NA,20,15,15,15,15,"HU12_10474","HU4_54"
"2386",3187,1.3,127.5,15.5,NA,NA,3,3,3,3,3,"HU12_16551","HU4_9"
"2387",3188,1,24,NA,NA,NA,1,1,1,1,1,"HU12_20281","HU4_5"
"2388",3190,2.665,NA,6.09,NA,NA,16,3,3,3,3,"HU12_14171","HU4_26"
"2389",3191,7.3914,NA,NA,NA,NA,22,11,11,11,11,"HU12_13772","HU4_31"
"2390",3192,1.045,NA,NA,NA,NA,2,5,5,5,5,"HU12_7477","HU4_43"
"2391",3194,5.975,6,NA,NA,NA,2,1,1,1,1,"OUT_OF_HU12","HU4_3"
"2392",3195,0.6,94,NA,NA,1116,3,3,3,3,3,"HU12_4773","HU4_38"
"2393",3196,4.27,NA,3,NA,NA,22,14,14,14,14,"HU12_11048","HU4_25"
"2394",3197,2.0925,NA,NA,NA,NA,14,9,9,9,9,"HU12_10492","HU4_54"
"2395",3198,0.6473,NA,88.4,NA,NA,6,4,4,4,4,"HU12_9969","HU4_53"
"2396",3199,3,22.5,NA,NA,761.5,4,4,4,4,4,"HU12_6505","HU4_37"
"2397",3200,3.2788,9.5,1.3,NA,382,2,2,2,2,2,"HU12_12675","HU4_30"
"2398",3201,1.9,29,16.6,NA,NA,1,1,1,1,1,"HU12_16312","HU4_11"
"2399",3203,3.4,17,NA,NA,511,5,5,5,5,5,"HU12_6066","HU4_38"
"2400",3204,0.29144,230.5,NA,NA,NA,2,2,2,2,2,"HU12_11576","HU4_33"
"2401",3205,4.645,NA,2.2275,NA,NA,24,12,12,12,12,"HU12_13977","HU4_25"
"2402",3206,9.144,NA,NA,NA,NA,18,14,14,14,14,"HU12_13585","HU4_30"
"2403",3207,0.6,NA,90.293629,NA,1753,1,1,1,1,1,"HU12_6252","HU4_41"
"2404",3208,0.955,NA,NA,NA,NA,16,15,15,15,15,"HU12_10856","HU4_25"
"2405",3209,1.96575,NA,NA,NA,NA,26,15,15,15,15,"HU12_10969","HU4_29"
"2406",3213,2.74,12,NA,26,551,16,1,1,1,1,"HU12_14512","HU4_28"
"2407",3214,3.43,NA,2.5,NA,NA,25,13,13,13,13,"HU12_14467","HU4_25"
"2408",3215,3.55,NA,3.4,NA,NA,10,4,4,4,4,"HU12_10497","HU4_54"
"2409",3216,2.665,NA,6,NA,NA,18,13,13,13,13,"HU12_10389","HU4_53"
"2410",3217,2.4,9,2.8,NA,623,1,1,1,1,1,"HU12_6651","HU4_37"
"2411",3218,0.95,24.39,10.25,NA,235.5,1,1,1,1,1,"HU12_9130","HU4_16"
"2412",3220,2.5216,16.5,3.7,NA,674.5,2,2,2,2,2,"HU12_20004","HU4_40"
"2413",3221,1.15,78.5,NA,NA,1486.5,4,4,4,4,4,"HU12_6025","HU4_37"
"2414",3222,2.5906,18,3.55,NA,401.5,2,2,2,2,2,"HU12_12764","HU4_40"
"2415",3223,2.2479,NA,NA,NA,NA,13,6,6,6,6,"HU12_13093","HU4_33"
"2416",3224,1.281,23,NA,NA,NA,2,3,3,3,3,"HU12_12484","HU4_39"
"2417",3227,2.7432,15.08258694,NA,NA,NA,9,2,2,2,2,"HU12_12379","HU4_37"
"2418",3229,3.05,NA,5.5,NA,NA,9,1,1,1,1,"HU12_14511","HU4_28"
"2419",3230,1,35,24.78,NA,699,1,1,1,1,1,"HU12_9175","HU4_16"
"2420",3231,1.8288,21.75,NA,NA,NA,10,10,10,10,10,"HU12_13198","HU4_32"
"2421",3232,1.07,NA,42.292819,NA,852,3,3,3,3,3,"HU12_7475","HU4_43"
"2422",3235,3.4,10,4.54,NA,418.3,1,1,1,1,1,"HU12_17202","HU4_13"
"2423",3236,3.048,11.75,NA,NA,NA,10,4,4,4,4,"HU12_13244","HU4_32"
"2424",3237,1.5644,26,NA,NA,NA,2,1,1,1,1,"HU12_13307","HU4_32"
"2425",3238,1.83,NA,NA,NA,NA,19,13,13,13,13,"HU12_10700","HU4_53"
"2426",3239,1.1,40,NA,NA,790,5,1,1,1,1,"HU12_13374","HU4_33"
"2427",3241,2.9192,NA,4,32,NA,2,2,2,2,2,"HU12_13231","HU4_24"
"2428",3243,2.15,48,NA,NA,2921.5,2,2,2,2,2,"HU12_6018","HU4_37"
"2429",3244,1.295,NA,NA,NA,NA,16,12,12,12,12,"HU12_10451","HU4_25"
"2430",3245,2.3,17,8.4,NA,330,1,1,1,1,1,"HU12_19538","HU4_13"
"2431",3246,2.8956,17.5,2.5,NA,567,4,2,2,2,2,"HU12_12240","HU4_37"
"2432",3247,3,9,0.7,NA,330,1,1,1,1,1,"HU12_20125","HU4_28"
"2433",3248,1.6,27.5,NA,NA,721.5,4,4,4,4,4,"HU12_6465","HU4_36"
"2434",3249,1.72,NA,6.258678,NA,445,1,1,1,1,1,"HU12_7445","HU4_43"
"2435",3250,2.0574,19,NA,NA,NA,6,3,3,3,3,"HU12_14860","HU4_24"
"2436",3251,1.4,505.5,36.25,NA,NA,1,1,1,1,1,"HU12_10651","HU4_53"
"2437",3253,2.705,NA,NA,NA,298.5,2,2,2,2,2,"HU12_7239","HU4_45"
"2438",3254,3.6576,18,NA,NA,NA,5,2,2,2,2,"HU12_12498","HU4_39"
"2439",3255,6.25,NA,NA,NA,NA,1,2,2,2,2,"HU12_13373","HU4_33"
"2440",3256,2.2192,11.5,10.3,29.5,472.5,2,2,2,2,2,"HU12_12931","HU4_32"
"2441",3257,2.74,49,10.9,NA,890,7,1,1,1,1,"HU12_14553","HU4_25"
"2442",3258,2.3478,17,5.3,NA,533.5,2,2,2,2,2,"HU12_13029","HU4_32"
"2443",3260,6.86,NA,NA,NA,NA,31,5,5,5,5,"HU12_20128","HU4_28"
"2444",3261,0.84,NA,9.276693,NA,389,1,1,1,1,1,"HU12_7071","HU4_47"
"2445",3262,1.39,NA,NA,NA,382,3,3,3,3,3,"HU12_7619","HU4_47"
"2446",3263,1.4,28,NA,NA,1085,3,3,3,3,3,"HU12_6028","HU4_37"
"2447",3264,1.5,NA,4.45,NA,NA,11,15,15,15,15,"HU12_10791","HU4_25"
"2448",3265,4.4196,13,5.05,5,NA,1,1,1,1,1,"HU12_11196","HU4_27"
"2449",3267,2.125,NA,NA,NA,NA,2,2,2,2,2,"HU12_16684","HU4_11"
"2450",3269,4,22,NA,NA,2492,3,3,3,3,3,"HU12_6249","HU4_41"
"2451",3270,4.2672,NA,NA,NA,NA,23,14,14,14,14,"HU12_13640","HU4_30"
"2452",3271,3.45,NA,NA,NA,323,4,4,4,4,4,"HU12_4676","HU4_38"
"2453",3272,3.9624,NA,NA,NA,NA,15,9,9,9,9,"HU12_12621","HU4_30"
"2454",3273,2.6454,9.5,5.75,NA,786.5,2,2,2,2,2,"HU12_13641","HU4_30"
"2455",3274,2.2692,17,NA,NA,NA,2,3,3,3,3,"HU12_12930","HU4_32"
"2456",3277,3.7725,NA,2.11,NA,NA,24,3,3,3,3,"HU12_14552","HU4_25"
"2457",3278,1.445,NA,11,NA,NA,15,4,4,4,4,"HU12_14070","HU4_54"
"2458",3279,2.7,15,4.9,NA,573.5,3,2,2,2,2,"HU12_12984","HU4_32"
"2459",3280,5.1054,NA,NA,NA,NA,17,16,16,16,16,"HU12_13100","HU4_27"
"2460",3281,2.4384,12.5,3.85,11.5,644,29,2,2,2,2,"HU12_12298","HU4_37"
"2461",3282,1.8,38.41,12.2,NA,2770,1,1,1,1,1,"HU12_19539","HU4_13"
"2462",3284,1.5334,NA,NA,NA,NA,2,2,2,2,2,"HU12_20022","HU4_24"
"2463",3285,3.048,6.5,NA,NA,NA,3,2,2,2,2,"HU12_19970","HU4_40"
"2464",3287,0.8,65,9.5,NA,NA,1,1,1,1,1,"HU12_16642","HU4_10"
"2465",3289,4.57,NA,NA,NA,NA,23,9,9,9,9,"HU12_11028","HU4_25"
"2466",3290,0.55,NA,NA,NA,NA,4,4,4,4,4,"HU12_4432","HU4_38"
"2467",3291,0.76,NA,NA,NA,NA,24,9,9,9,9,"HU12_10086","HU4_55"
"2468",3292,0.75,113.5,79.05,NA,NA,6,4,4,4,4,"HU12_11076","HU4_25"
"2469",3293,2.35,NA,6.3,NA,NA,1,1,1,1,1,"HU12_14763","HU4_28"
"2470",3294,3.325,14,21.7,NA,NA,2,1,1,1,1,"HU12_16650","HU4_10"
"2471",3295,0.99,NA,54,NA,NA,19,8,8,8,8,"HU12_11074","HU4_25"
"2472",3296,6,20,NA,NA,420,1,1,1,1,1,"HU12_13238","HU4_32"
"2473",3297,4.4074,13,8.1,NA,335,2,2,2,2,2,"HU12_13513","HU4_24"
"2474",3299,2.74,NA,NA,NA,NA,13,3,3,3,3,"HU12_19632","HU4_53"
"2475",3300,1.37,NA,NA,NA,NA,14,5,5,5,5,"HU12_11074","HU4_25"
"2476",3301,3.05,NA,4.565,NA,NA,9,4,4,4,4,"HU12_14177","HU4_26"
"2477",3302,0.91,NA,58.55,NA,NA,25,3,3,3,3,"HU12_9970","HU4_53"
"2478",3303,1.45,25,NA,NA,NA,1,1,1,1,1,"HU12_11225","HU4_27"
"2479",3304,1.8,30,NA,NA,1813,5,5,5,5,5,"HU12_6407","HU4_37"
"2480",3305,1.1,33,NA,NA,NA,7,7,7,7,7,"HU12_6236","HU4_36"
"2481",3306,3.1,NA,6.31,NA,472.3,1,1,1,1,1,"HU12_16864","HU4_16"
"2482",3307,0.76,NA,77.1,NA,2190,24,9,9,9,9,"HU12_10780","HU4_25"
"2483",3310,2.4384,17,2.8,37.5,642.5,17,2,2,2,2,"HU12_12363","HU4_37"
"2484",3311,2.1336,24,13,NA,331,4,3,3,3,3,"HU12_19868","HU4_30"
"2485",3312,3.4325,NA,4,NA,NA,28,5,5,5,5,"HU12_19697","HU4_54"
"2486",3313,1.52,NA,27.7,NA,NA,25,5,5,5,5,"HU12_11017","HU4_29"
"2487",3314,2.65,13,3.8,NA,602,5,3,3,3,3,"HU12_12247","HU4_37"
"2488",3315,2.4384,24.5,NA,NA,NA,5,5,5,5,5,"HU12_13415","HU4_33"
"2489",3316,0.46,NA,92.2,NA,NA,18,10,10,10,10,"HU12_11083","HU4_25"
"2490",3319,0.4,167,29.23,NA,1366,3,3,3,3,3,"HU12_6325","HU4_41"
"2491",3321,3.6576,8,NA,NA,NA,3,1,1,1,1,"HU12_12094","HU4_32"
"2492",3324,2.44,NA,8.25,NA,NA,27,4,4,4,4,"HU12_10490","HU4_54"
"2493",3325,2.1,30.5,NA,80,NA,1,1,1,1,1,"HU12_11225","HU4_27"
"2494",3327,1.83,33,15.05,NA,685,14,1,1,1,1,"HU12_14792","HU4_28"
"2495",3329,2.42,20.9,6.6,NA,448,1,1,1,1,1,"HU12_7918","HU4_41"
"2496",3330,3.5,17.5,2.15,NA,339,2,2,2,2,2,"HU12_4771","HU4_38"
"2497",3331,1.83,NA,7,NA,NA,24,13,13,13,13,"HU12_11111","HU4_25"
"2498",3333,4.4958,NA,NA,NA,NA,25,18,18,18,18,"HU12_11826","HU4_32"
"2499",3334,3.5,NA,NA,NA,NA,1,2,2,2,2,"HU12_17529","HU4_7"
"2500",3335,2.2098,NA,NA,NA,NA,7,7,7,7,7,"HU12_13091","HU4_33"
"2501",3336,4.4972,10.5,5.9,NA,310,2,2,2,2,2,"HU12_13514","HU4_24"
"2502",3337,3.5052,17,2.2,NA,392,12,3,3,3,3,"HU12_19866","HU4_30"
"2503",3340,4.3,15,6.9,23,1220,1,1,1,1,1,"HU12_6641","HU4_37"
"2504",3341,3.2812,4,NA,NA,NA,2,3,3,3,3,"HU12_12737","HU4_40"
"2505",3343,2.286,NA,NA,NA,NA,29,21,21,21,21,"HU12_13778","HU4_30"
"2506",3345,0.3,NA,79.7,NA,NA,7,3,3,3,3,"HU12_10167","HU4_53"
"2507",3347,0.78,NA,28.04,NA,1115,6,2,2,2,2,"HU12_13972","HU4_25"
"2508",3348,2.2,NA,4.802366,NA,130,1,1,1,1,1,"HU12_7179","HU4_48"
"2509",3349,0.2,NA,176.8,NA,NA,16,5,5,5,5,"HU12_11098","HU4_25"
"2510",3350,2.1,27.35461263,8.71,NA,NA,2,2,2,2,2,"HU12_12331","HU4_37"
"2511",3351,2.8,27,NA,NA,586,4,4,4,4,4,"HU12_6490","HU4_36"
"2512",3353,1.09,NA,29.55,NA,NA,2,2,2,2,2,"HU12_11102","HU4_25"
"2513",3354,3.0502,15,5.75,NA,837.5,2,2,2,2,2,"HU12_12328","HU4_37"
"2514",3356,0.2,NA,119.5,NA,NA,2,2,2,2,2,"HU12_10978","HU4_25"
"2515",3361,0.55,NA,NA,NA,NA,3,3,3,3,3,"HU12_12383","HU4_37"
"2516",3362,2.5168,8,5.75,NA,850,2,2,2,2,2,"HU12_13818","HU4_30"
"2517",3363,2.515,NA,5.45,NA,NA,22,5,5,5,5,"HU12_10829","HU4_25"
"2518",3364,5.3,NA,1.17,NA,NA,14,3,3,3,3,"HU12_10801","HU4_25"
"2519",3365,2.35,12.5,NA,NA,493.5,4,4,4,4,4,"HU12_6122","HU4_38"
"2520",3367,3.5,NA,NA,NA,NA,3,4,4,4,4,"HU12_11938","HU4_34"
"2521",3368,5.49,NA,2.15,NA,NA,7,8,8,8,8,"HU12_11067","HU4_25"
"2522",3369,2.1,16,8.2,NA,711,1,1,1,1,1,"HU12_6609","HU4_37"
"2523",3370,5.4864,NA,NA,NA,NA,25,18,18,18,18,"HU12_12113","HU4_32"
"2524",3371,2.82,NA,NA,NA,NA,25,4,4,4,4,"HU12_14486","HU4_25"
"2525",3372,1.2858,NA,7.15,16.5,NA,2,2,2,2,2,"HU12_12301","HU4_37"
"2526",3373,5.715,7,1.6,5,NA,4,1,1,1,1,"HU12_13075","HU4_32"
"2527",3375,4.23,NA,5,NA,NA,20,5,5,5,5,"HU12_10815","HU4_25"
"2528",3376,2.6454,15,3,NA,795,14,5,5,5,5,"HU12_6657","HU4_41"
"2529",3377,4.4196,15,2.82,NA,NA,9,5,5,5,5,"HU12_11385","HU4_28"
"2530",3378,0.9,112,115.6,NA,1363,1,1,1,1,1,"HU12_17196","HU4_12"
