"lagoslakeid","tp","tn_combined","chla","sampledate","sampleyear","samplemonth","monthday","eventida1087","programname","secchi","var_num","hu4_zoneid","random25_holdout","random75_holdout","hu4_ag50_holdout","hu4_random50_holdout","hu4_strat75_holdout"
1878,15,411,5.8,2008-08-04,2008,8,"0804",42240,"MI_DEQ_LWQA",2.9,4,"HU4_30",TRUE,FALSE,FALSE,FALSE,FALSE
1879,26,NA,8.75,1998-07-13,1998,7,"0713",42250,"MN_MPCA_CHEM",1.75,3,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
1880,NA,NA,NA,2005-07-30,NA,NA,NA,NA,NA,3.2,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1881,NA,NA,95,2007-06-23,2007,6,"0623",42269,"MN_MPCA_CHEM_1999_2012",0.76,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1882,NA,NA,45.1,2005-07-07,2005,7,"0707",42331,"MN_MPCA_CHEM_1999_2012",0.61,2,"HU4_54",FALSE,TRUE,TRUE,TRUE,TRUE
1883,NA,NA,NA,2009-06-15,NA,NA,NA,NA,NA,3.6576,1,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
1884,NA,NA,1,2000-07-09,2000,7,"0709",42348,"MN_MPCA_CHEM_1999_2012",10.36,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1885,15,NA,5.26,1993-07-02,1993,7,"0702",42371,"WI_DNR_NUTRIENT",4.0386,3,"HU4_32",FALSE,FALSE,FALSE,TRUE,FALSE
1886,7,382,2.7,2004-08-10,2004,8,"0810",42380,"MI_DEQ_LWQA",2.4,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
1887,10,NA,1.76,2003-06-17,2003,6,"0617",42387,"WI_DNR_NUTRIENT",6.5532,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
1888,35,3470,3.87,1993-08-24,1993,8,"0824",42435,"IN_chemistry",2.2,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
1889,56,NA,11.1,1994-07-30,1994,7,"0730",42447,"WI_DNR_NUTRIENT",1.6002,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
1890,NA,NA,NA,1990-06-16,NA,NA,NA,NA,NA,6.4,1,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1891,6,979,1.6,2003-08-12,2003,8,"0812",42490,"MI_DEQ_LWQA",5.8,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
1892,NA,NA,1,2006-06-17,2006,6,"0617",42494,"MN_MPCA_CHEM_1999_2012",5.94,2,"HU4_54",FALSE,FALSE,TRUE,TRUE,TRUE
1894,37,825,9,2009-09-01,2009,9,"0901",42526,"MI_DEQ_LWQA",1.1,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,FALSE
1895,71,1150,31.4,1996-06-19,1996,6,"0619",42531,"MN_MPCA_CHEM",1.5,4,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
1897,NA,NA,8.5,2000-07-11,2000,7,"0711",42575,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
1898,10,854,6.2,2005-08-08,2005,8,"0808",42591,"MI_DEQ_LWQA",3.7,4,"HU4_31",TRUE,TRUE,FALSE,TRUE,TRUE
1901,17,NA,2.08,2010-08-29,2010,8,"0829",42636,"WI_DNR_NUTRIENT",3.3528,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
1902,NA,831,7.41,2008-07-07,2008,7,"0707",42649,"MN_MPCA_CHEM_1999_2012",1.1,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1903,37,1220,13.5,1994-08-02,1994,8,"0802",42662,"MN_MPCA_CHEM",1.5,4,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
1904,89,1572,41.05,1993-08-03,1993,8,"0803",42691,"IN_chemistry",0.6,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
1905,6,262,3.1,2004-08-11,2004,8,"0811",42695,"MI_DEQ_LWQA",4.6,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
1906,92,1666,26.1,2004-07-14,2004,7,"0714",42716,"WI_DNR_NUTRIENT",0.6096,4,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
1907,5,NA,NA,2004-06-23,2004,6,"0623",42748,"WI_HANSON",4.05,2,"HU4_24",FALSE,TRUE,FALSE,FALSE,TRUE
1908,6,NA,1.35,1998-06-16,1998,6,"0616",42764,"MN_MPCA_CHEM",5.5,3,"HU4_28",TRUE,FALSE,FALSE,FALSE,TRUE
1909,32,1020,8.01,1993-06-15,1993,6,"0615",42793,"MN_MPCA_CHEM",2.13,4,"HU4_54",TRUE,TRUE,TRUE,TRUE,TRUE
1911,NA,NA,25,2010-06-27,2010,6,"0627",42835,"MN_MPCA_CHEM_1999_2012",0.91,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
1912,NA,NA,6,2009-06-16,2009,6,"0616",42845,"MN_MPCA_CHEM_1999_2012",3.5,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
1913,17,559,2.47,1995-07-31,1995,7,"0731",42857,"IN_chemistry",3.4,4,"HU4_36",TRUE,TRUE,TRUE,TRUE,TRUE
1914,93,1870,45.5,1992-07-16,1992,7,"0716",42860,"MN_MPCA_CHEM",0.6,4,"HU4_29",FALSE,FALSE,FALSE,TRUE,TRUE
1917,8,NA,2.5999999,1991-07-21,1991,7,"0721",42975,"VT_DWQ_NUTRIENT",6.1999998,3,"HU4_5",FALSE,TRUE,FALSE,TRUE,TRUE
1918,NA,529,2,2008-06-16,2008,6,"0616",43155,"MN_MPCA_CHEM_1999_2012",3.35,3,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
1919,625,4446,0.21,1995-08-15,1995,8,"0815",43167,"IN_chemistry",0.5,4,"HU4_38",FALSE,FALSE,TRUE,FALSE,FALSE
1920,21,723,5.5,2009-08-17,2009,8,"0817",43172,"MI_DEQ_LWQA",2,4,"HU4_40",FALSE,TRUE,TRUE,TRUE,TRUE
1921,23,671,5.5,2007-06-26,2007,6,"0626",43176,"NJ_DEP_CHEM",0.6,4,"HU4_13",FALSE,TRUE,FALSE,TRUE,FALSE
1922,20,385,3.9,2004-08-10,2004,8,"0810",43180,"MI_DEQ_LWQA",3.5,4,"HU4_30",TRUE,TRUE,FALSE,FALSE,TRUE
1923,NA,NA,NA,2006-08-07,NA,NA,NA,NA,NA,2.74,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
1925,NA,653,3.79,2008-06-30,2008,6,"0630",43186,"MN_MPCA_CHEM_1999_2012",2.15,3,"HU4_28",TRUE,TRUE,FALSE,FALSE,TRUE
1926,NA,5022,63.993784,2006-07-17,2006,7,"0717",43196,"OH_MIAMI_CHEM",0.71,3,"HU4_47",FALSE,TRUE,FALSE,TRUE,TRUE
1927,37,1190,14.1,1992-07-16,1992,7,"0716",43207,"MN_MPCA_CHEM",1.5,4,"HU4_29",FALSE,TRUE,FALSE,TRUE,FALSE
1928,24,NA,4.95,2003-08-11,2003,8,"0811",43319,"WI_DNR_NUTRIENT",3.048,3,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
1929,31,644,NA,1996-08-27,1996,8,"0827",43326,"WI_DNR_NUTRIENT",1.9,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
1930,NA,NA,6.24,2008-07-08,2008,7,"0708",43337,"MN_MPCA_CHEM_1999_2012",2.3,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
1931,17,NA,NA,2000-07-05,2000,7,"0705",43350,"VT_DWQ_NUTRIENT",NA,1,"HU4_5",FALSE,FALSE,FALSE,TRUE,FALSE
1932,162,3290,41,1991-06-17,1991,6,"0617",43355,"MN_MPCA_CHEM",1.2,4,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
1934,NA,NA,4.6,1999-06-28,1999,6,"0628",43614,"MN_MPCA_CHEM_1999_2012",4.5,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1935,14,405,NA,2001-08-21,2001,8,"0821",43767,"MI_DEQ_LWQA",2.7,3,"HU4_37",TRUE,TRUE,TRUE,TRUE,TRUE
1938,NA,NA,6.6,1999-06-29,1999,6,"0629",43790,"MN_MPCA_CHEM_1999_2012",1.9,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
1939,12,487,3.41,1991-08-27,1991,8,"0827",43889,"MN_MPCA_CHEM",NA,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1941,NA,NA,11.2,2001-06-18,2001,6,"0618",43901,"MN_MPCA_CHEM_1999_2012",2.4,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1942,17,790,8.65,1996-07-22,1996,7,"0722",43913,"MN_MPCA_CHEM",2.1,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1943,27,NA,17.7999992,2002-08-23,2002,8,"0823",43948,"VT_DWQ_NUTRIENT",0.5,3,"HU4_5",FALSE,FALSE,FALSE,TRUE,FALSE
1944,NA,1926,16.797778,2006-07-06,2006,7,"0706",43950,"OH_MIAMI_CHEM",0.39,3,"HU4_47",TRUE,TRUE,FALSE,TRUE,FALSE
1945,14,377,1.8,2007-06-20,2007,6,"0620",43953,"NJ_DEP_CHEM",1,4,"HU4_16",FALSE,TRUE,FALSE,FALSE,TRUE
1946,11,572,6.5,2007-08-08,2007,8,"0808",43956,"MI_DEQ_LWQA",3.4,4,"HU4_31",FALSE,TRUE,FALSE,TRUE,FALSE
1947,43,628,NA,2007-06-20,2007,6,"0620",43960,"EPA_NLA_CHEM",1.15,3,"HU4_43",FALSE,FALSE,FALSE,FALSE,TRUE
1948,NA,NA,NA,2005-08-12,NA,NA,NA,NA,NA,0.15,1,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
1949,NA,NA,8.49,2007-06-20,2007,6,"0620",43971,"MN_MPCA_CHEM_1999_2012",0.9,2,"HU4_53",FALSE,FALSE,TRUE,TRUE,TRUE
1950,25,596,6,2001-08-21,2001,8,"0821",43981,"MI_DEQ_LWQA",2.7,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,FALSE
1951,NA,NA,2,2004-06-19,2004,6,"0619",43999,"MN_MPCA_CHEM_1999_2012",5.03,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
1952,NA,NA,3,2010-06-22,2010,6,"0622",44028,"MN_MPCA_CHEM_1999_2012",2.74,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,FALSE
1953,NA,NA,17,2004-06-17,2004,6,"0617",44047,"MN_MPCA_CHEM_1999_2012",1.9,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1954,13,431,2,1992-09-08,1992,9,"0908",44076,"MI_DEQ_HIST_LWQS",3.6576,4,"HU4_40",TRUE,TRUE,TRUE,TRUE,TRUE
1956,NA,1030,9,2011-06-23,2011,6,"0623",44086,"MN_MPCA_CHEM_1999_2012",1.7,3,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
1957,737,NA,234,2006-08-16,2006,8,"0816",44092,"WI_DNR_NUTRIENT",0.0762,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
1958,16,941,4,1990-08-29,1990,8,"0829",44102,"MI_DEQ_HIST_LWQS",1.3716,4,"HU4_31",FALSE,FALSE,FALSE,TRUE,TRUE
1960,NA,NA,NA,2008-06-15,NA,NA,NA,NA,NA,2.1336,1,"HU4_29",FALSE,TRUE,FALSE,TRUE,FALSE
1962,21,NA,11.7,2002-07-02,2002,7,"0702",44108,"MA_DEP_CHEM",1,3,"HU4_10",FALSE,TRUE,FALSE,FALSE,TRUE
1964,70,1920,36,1990-07-23,1990,7,"0723",44125,"MN_MPCA_CHEM",0.7,4,"HU4_25",TRUE,FALSE,FALSE,FALSE,TRUE
1965,NA,NA,1.6,2006-08-23,2006,8,"0823",44217,"MI_DEQ_LWQA",NA,1,"HU4_24",FALSE,TRUE,FALSE,FALSE,TRUE
1966,25,728,2.12,1995-07-24,1995,7,"0724",44220,"IN_chemistry",3.2,4,"HU4_36",TRUE,TRUE,TRUE,TRUE,FALSE
1968,44,1240,11.7,1992-06-26,1992,6,"0626",44231,"MN_MPCA_CHEM",3.5,4,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
1969,NA,NA,NA,2005-07-10,NA,NA,NA,NA,NA,2.51,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1970,NA,NA,NA,2010-07-22,NA,NA,NA,NA,NA,0.3048,1,"HU4_28",TRUE,FALSE,FALSE,FALSE,TRUE
1971,NA,NA,NA,2006-08-07,NA,NA,NA,NA,NA,1.52,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
1975,53,1143,3.47,1999-07-05,1999,7,"0705",44246,"IN_chemistry",1,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
1976,NA,NA,90,2007-08-08,2007,8,"0808",44249,"MI_DEQ_LWQA",0.3,2,"HU4_32",TRUE,TRUE,FALSE,TRUE,TRUE
1978,14,565,3.99,2002-06-26,2002,6,"0626",44253,"WI_BIOCOM",2.4,4,"HU4_27",FALSE,FALSE,FALSE,FALSE,TRUE
1979,NA,NA,5.8,2000-07-11,2000,7,"0711",44306,"MN_MPCA_CHEM_1999_2012",3.3,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
1981,27,416,6.31,2002-07-15,2002,7,"0715",44330,"IN_chemistry",2.5,4,"HU4_38",FALSE,TRUE,TRUE,FALSE,TRUE
1982,17,652,0.89,1991-07-24,1991,7,"0724",44332,"MN_MPCA_CHEM",NA,3,"HU4_26",TRUE,FALSE,FALSE,FALSE,TRUE
1983,NA,NA,4,2008-06-17,2008,6,"0617",44335,"MN_MPCA_CHEM_1999_2012",1.91,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
1984,NA,NA,NA,2000-06-22,NA,NA,NA,NA,NA,2.29,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1985,10,476,5.2,2009-08-26,2009,8,"0826",44390,"MI_DEQ_LWQA",2.7,4,"HU4_37",TRUE,FALSE,TRUE,TRUE,FALSE
1986,12,592,2,2001-08-13,2001,8,"0813",44475,"MI_DEQ_LWQA",2.6,4,"HU4_40",FALSE,TRUE,TRUE,TRUE,TRUE
1987,53.98,437,58.1,2005-08-24,2005,8,"0824",44480,"NJ_DEP_CHEM",0.9,4,"HU4_16",FALSE,TRUE,FALSE,FALSE,TRUE
1991,737,2403,41.3,2003-08-01,2003,8,"0801",44492,"WI_DNR_NUTRIENT",0.4572,4,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
1992,19,NA,3.89,2003-08-13,2003,8,"0813",44495,"WI_DNR_NUTRIENT",1.3716,3,"HU4_32",TRUE,FALSE,FALSE,TRUE,TRUE
1993,NA,NA,NA,2004-09-08,NA,NA,NA,NA,NA,2.44,1,"HU4_28",FALSE,TRUE,FALSE,FALSE,FALSE
1994,36,NA,NA,1994-06-21,1994,6,"0621",44498,"WI_DNR_NUTRIENT",2.2,2,"HU4_27",FALSE,FALSE,FALSE,FALSE,FALSE
1995,NA,NA,10.6,2008-06-24,2008,6,"0624",44504,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_61",FALSE,TRUE,TRUE,TRUE,TRUE
1996,23,676,16.8,1991-08-27,1991,8,"0827",44518,"MN_MPCA_CHEM",NA,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
1997,30,454,7,2002-08-07,2002,8,"0807",44564,"MI_DEQ_LWQA",1.4,4,"HU4_39",TRUE,TRUE,FALSE,FALSE,TRUE
1998,8,NA,1,1999-09-13,1999,9,"0913",44575,"MA_DEP_CHEM",4.4,3,"HU4_10",FALSE,FALSE,FALSE,FALSE,TRUE
1999,15,1303,9.55,1997-08-25,1997,8,"0825",44581,"IN_chemistry",1.2,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2000,55,870,20.2,1994-06-15,1994,6,"0615",44585,"MN_MPCA_CHEM",1.1,4,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
2001,14,NA,5.05,2007-06-25,2007,6,"0625",44647,"WI_DNR_NUTRIENT",2.667,3,"HU4_27",FALSE,TRUE,FALSE,FALSE,FALSE
2002,NA,NA,15.6,1999-06-21,1999,6,"0621",44767,"MN_MPCA_CHEM_1999_2012",1.8,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
2003,10,350,2.88,1990-09-12,1990,9,"0912",44867,"MN_MPCA_CHEM",4.25,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
2004,NA,547,3.2,2001-07-17,2001,7,"0717",44909,"MN_MPCA_CHEM_1999_2012",4,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
2005,2,NA,0.96,1991-08-27,1991,8,"0827",44926,"MN_MPCA_CHEM",6.7,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
2007,NA,669,38.891564,2006-07-25,2006,7,"0725",44928,"OH_MIAMI_CHEM",0.6,3,"HU4_47",FALSE,TRUE,FALSE,TRUE,TRUE
2008,7,385,2.7,2007-09-05,2007,9,"0905",44935,"MI_DEQ_LWQA",3,4,"HU4_31",TRUE,TRUE,FALSE,TRUE,TRUE
2010,10,351,3,1991-08-27,1991,8,"0827",44945,"MI_DEQ_HIST_LWQS",3.3528,4,"HU4_24",TRUE,TRUE,FALSE,FALSE,TRUE
2011,12,756,4,2005-08-16,2005,8,"0816",44947,"MI_DEQ_LWQA",4.3,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2012,NA,NA,NA,2007-06-22,NA,NA,NA,NA,NA,6.1,1,"HU4_26",TRUE,TRUE,FALSE,FALSE,TRUE
2013,21,223,7,2002-08-21,2002,8,"0821",44952,"MI_DEQ_LWQA",2.3,4,"HU4_32",TRUE,FALSE,FALSE,TRUE,FALSE
2015,6,NA,1.49,1997-08-13,1997,8,"0813",44960,"MN_MPCA_CHEM",7.9,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
2016,120,1510,8.01,1992-06-26,1992,6,"0626",45143,"MN_MPCA_CHEM",4,4,"HU4_53",FALSE,TRUE,TRUE,TRUE,TRUE
2017,NA,NA,7,2003-06-15,2003,6,"0615",45164,"MN_MPCA_CHEM_1999_2012",3.35,2,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
2018,NA,NA,15.6,2003-06-16,2003,6,"0616",45219,"MN_MPCA_CHEM_1999_2012",1.2,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
2021,NA,NA,NA,2011-09-01,NA,NA,NA,NA,NA,0.4572,1,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
2022,NA,NA,12.8,2004-06-22,2004,6,"0622",45249,"MN_MPCA_CHEM_1999_2012",1.3,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
2023,15,2435,18.06,1997-08-26,1997,8,"0826",45263,"IN_chemistry",1.7,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2024,28,939,NA,1993-08-24,1993,8,"0824",45270,"WI_DNR_NUTRIENT",1.2,3,"HU4_29",FALSE,TRUE,FALSE,TRUE,TRUE
2025,44,NA,8.41,2010-07-08,2010,7,"0708",45303,"WI_DNR_NUTRIENT",1.9,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,FALSE
2026,NA,NA,NA,1990-06-25,NA,NA,NA,NA,NA,0.3048,1,"HU4_33",TRUE,FALSE,TRUE,FALSE,TRUE
2027,NA,NA,120,2009-06-26,2009,6,"0626",45321,"MN_MPCA_CHEM_1999_2012",0.2,2,"HU4_53",TRUE,FALSE,TRUE,TRUE,TRUE
2028,NA,NA,2,2004-06-20,2004,6,"0620",45376,"MN_MPCA_CHEM_1999_2012",7.32,2,"HU4_54",FALSE,FALSE,TRUE,TRUE,TRUE
2029,NA,NA,1.8,2000-06-21,2000,6,"0621",45408,"MN_MPCA_CHEM_1999_2012",5.2,2,"HU4_29",TRUE,FALSE,FALSE,TRUE,FALSE
2031,NA,850,12.6013,2006-07-05,2006,7,"0705",45522,"OH_MIAMI_CHEM",1.13,3,"HU4_47",TRUE,TRUE,FALSE,TRUE,TRUE
2033,12,210,1.53,1990-06-18,1990,6,"0618",45533,"MN_MPCA_CHEM",3.7,4,"HU4_25",FALSE,FALSE,FALSE,FALSE,TRUE
2034,115,1454,70.4,1996-07-01,1996,7,"0701",45585,"IN_chemistry",0.5,4,"HU4_38",FALSE,FALSE,TRUE,FALSE,TRUE
2035,NA,NA,NA,1993-08-18,NA,NA,NA,NA,NA,2.13,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
2036,15,506,3,2001-08-23,2001,8,"0823",45603,"MI_DEQ_LWQA",2.6,4,"HU4_37",FALSE,FALSE,TRUE,TRUE,TRUE
2037,22,680,NA,2000-08-15,2000,8,"0815",45609,"WI_LKLS",2.5,3,"HU4_33",TRUE,TRUE,TRUE,FALSE,FALSE
2038,14,789,1.6,2004-08-02,2004,8,"0802",45619,"MI_DEQ_LWQA",2.4,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2039,NA,572,37.22447,2006-07-24,2006,7,"0724",45622,"OH_MIAMI_CHEM",1.08,3,"HU4_44",FALSE,TRUE,TRUE,TRUE,TRUE
2042,20,905,NA,2001-08-28,2001,8,"0828",45644,"WI_DNR_NUTRIENT",1.8,3,"HU4_36",TRUE,TRUE,TRUE,TRUE,TRUE
2043,10,332,1,2001-08-14,2001,8,"0814",45680,"MI_DEQ_LWQA",4.9,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2044,NA,NA,NA,2005-09-09,NA,NA,NA,NA,NA,2.13,1,"HU4_26",FALSE,TRUE,FALSE,FALSE,TRUE
2045,NA,NA,NA,1990-06-15,NA,NA,NA,NA,NA,6.7056,1,"HU4_32",FALSE,FALSE,FALSE,TRUE,TRUE
2046,70,2010,35.2,1992-07-14,1992,7,"0714",45691,"MN_MPCA_CHEM",0.52,4,"HU4_53",TRUE,TRUE,TRUE,TRUE,TRUE
2047,10,333,7.2,2009-08-24,2009,8,"0824",45709,"MI_DEQ_LWQA",2.7,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
2048,7,362,1.1,2008-08-11,2008,8,"0811",45797,"MI_DEQ_LWQA",4.3,4,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
2049,128,1710,12.66,2009-07-22,2009,7,"0722",45802,"NJ_DEP_CHEM",0.7,4,"HU4_12",TRUE,TRUE,FALSE,TRUE,TRUE
2050,112.81,851,23.5,2005-08-18,2005,8,"0818",45804,"NJ_DEP_CHEM",1.6,4,"HU4_16",FALSE,TRUE,FALSE,FALSE,TRUE
2051,77,1095,23,2008-08-19,2008,8,"0819",45807,"MI_DEQ_LWQA",0.46,4,"HU4_40",FALSE,TRUE,TRUE,TRUE,FALSE
2052,NA,250,7.389236,2006-07-25,2006,7,"0725",45810,"OH_MIAMI_CHEM",2.39,3,"HU4_47",FALSE,TRUE,FALSE,TRUE,FALSE
2053,32,508,NA,1992-07-21,1992,7,"0721",45815,"WI_DNR_NUTRIENT",NA,2,"HU4_33",FALSE,FALSE,TRUE,FALSE,FALSE
2054,177,1301,70.3,2011-09-14,2011,9,"0914",45817,"WI_DNR_NUTRIENT",NA,3,"HU4_34",FALSE,TRUE,TRUE,FALSE,TRUE
2055,15,665,7.6,2007-08-15,2007,8,"0815",45827,"MI_DEQ_LWQA",2.7,4,"HU4_37",FALSE,TRUE,TRUE,TRUE,TRUE
2056,29,613.3,29.49,2009-08-27,2009,8,"0827",45835,"NJ_DEP_CHEM",1.5,4,"HU4_16",FALSE,TRUE,FALSE,FALSE,TRUE
2057,15.7,781,10.3,2007-06-28,2007,6,"0628",45947,"OH_ODW_CHEM",0.93,4,"HU4_47",TRUE,TRUE,FALSE,TRUE,TRUE
2058,11,505,2.3,2007-08-06,2007,8,"0806",45977,"MI_DEQ_LWQA",4.3,4,"HU4_31",FALSE,TRUE,FALSE,TRUE,TRUE
2059,168,NA,68.5,2006-06-28,2006,6,"0628",45990,"WI_DNR_NUTRIENT",0.3048,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
2060,8,186,1.39,1991-07-16,1991,7,"0716",46013,"MN_MPCA_CHEM",5.5,4,"HU4_28",TRUE,TRUE,FALSE,FALSE,TRUE
2061,NA,NA,8.39,2007-07-08,2007,7,"0708",46027,"MN_MPCA_CHEM_1999_2012",1.98,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
2062,4,1411,2.6,2003-08-12,2003,8,"0812",46036,"MI_DEQ_LWQA",2.7,4,"HU4_30",FALSE,FALSE,FALSE,FALSE,TRUE
2063,NA,NA,4,2002-07-21,2002,7,"0721",46210,"MN_MPCA_CHEM_1999_2012",3.66,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
2064,NA,NA,NA,1999-07-07,NA,NA,NA,NA,NA,3.5052,1,"HU4_32",FALSE,TRUE,FALSE,TRUE,FALSE
2065,17,680,3.73,1997-06-28,1997,6,"0628",46221,"MN_MPCA_CHEM",2.5,4,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
2066,10,344,NA,2001-07-23,2001,7,"0723",46289,"WI_DNR_NUTRIENT",5.0292,3,"HU4_33",TRUE,FALSE,TRUE,FALSE,TRUE
2067,NA,2730,115,2005-07-05,2005,7,"0705",46360,"MN_MPCA_CHEM_1999_2012",0.46,3,"HU4_25",TRUE,TRUE,FALSE,FALSE,FALSE
2068,16,NA,1.81,1997-08-06,1997,8,"0806",46389,"MN_MPCA_CHEM",2.25,3,"HU4_26",FALSE,FALSE,FALSE,FALSE,TRUE
2070,10,412,0.64,1991-07-24,1991,7,"0724",46447,"MN_MPCA_CHEM",NA,3,"HU4_26",FALSE,TRUE,FALSE,FALSE,FALSE
2071,NA,NA,0.97,2004-06-24,2004,6,"0624",46460,"MN_MPCA_CHEM_1999_2012",7.6,2,"HU4_25",TRUE,TRUE,FALSE,FALSE,TRUE
2072,16,NA,3.42,2010-07-15,2010,7,"0715",46478,"WI_DNR_NUTRIENT",1.92024,3,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
2073,12,NA,5.45,1997-07-09,1997,7,"0709",46481,"MN_MPCA_CHEM",3.8,3,"HU4_25",FALSE,TRUE,FALSE,FALSE,TRUE
2075,15,344,5.6,2006-08-08,2006,8,"0808",46628,"MI_DEQ_LWQA",2.4,4,"HU4_30",FALSE,TRUE,FALSE,FALSE,TRUE
2076,NA,NA,7.89,2005-08-09,2005,8,"0809",46649,"MN_MPCA_CHEM_1999_2012",1.7,2,"HU4_25",FALSE,TRUE,FALSE,FALSE,FALSE
2077,5,392,NA,2001-08-30,2001,8,"0830",46663,"WI_DNR_NUTRIENT",NA,2,"HU4_27",FALSE,TRUE,FALSE,FALSE,TRUE
2079,13,NA,NA,2011-06-28,2011,6,"0628",46674,"WI_DNR_NUTRIENT",2.1336,2,"HU4_32",FALSE,TRUE,FALSE,TRUE,TRUE
2081,18,276,9.7,2007-07-19,2007,7,"0719",46680,"NJ_DEP_CHEM",2.1,4,"HU4_13",FALSE,TRUE,FALSE,TRUE,TRUE
2082,18,330,NA,2000-08-10,2000,8,"0810",46683,"WI_LKLS",2.6,3,"HU4_33",FALSE,TRUE,TRUE,FALSE,TRUE
2084,29,775,14,2001-08-23,2001,8,"0823",46696,"MI_DEQ_LWQA",2.4,4,"HU4_37",TRUE,TRUE,TRUE,TRUE,TRUE
